Query,,,,,,Subject,,,,,,Score,,Identities,,Gaps,,Strand,,Taxonomy,,,,,,,,,Filter,NCBI_16S_ribosomal_RNA_20200305
denovo1142,419,1,1,419,100,"NR_115097.1 Nocardioides hungaricus strain 1RaM5-12 16S ribosomal RNA, partial sequence",NR_115097.1,1462,309,725,28.52,673.3,0,401/419,95,2/419,0,Plus,Plus,Bacteria; Actinobacteria; Actinobacteria; Propionibacteriales; Nocardioidaceae; Nocardioides; Nocardioides hungaricus,Nocardioides hungaricus,Nocardioides,Nocardioidaceae,Propionibacteriales,Actinobacteria,Actinobacteria,,Bacteria,,
denovo1143,419,2,1,419,100,"NR_148837.1 Abyssivirga alkaniphila strain L81 16S ribosomal RNA, partial sequence",NR_148837.1,1520,347,764,27.5,268.9,0,334/425,78,13/425,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1144,419,1,1,419,100,"NR_044589.1 Ferruginibacter lapsinanis strain HU1-HG42 16S ribosomal RNA, partial sequence",NR_044589.1,1406,265,683,29.8,702.8,0,406/419,96,0/419,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Ferruginibacter; Ferruginibacter lapsinanis,Ferruginibacter lapsinanis,Ferruginibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1145,419,1,1,419,100,"NR_041633.1 Ilumatobacter fluminis YM22-133 16S ribosomal RNA, partial sequence",NR_041633.1,1439,314,732,29.12,597.6,0,387/419,92,0/419,0,Plus,Plus,Bacteria; Actinobacteria; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae; Ilumatobacter; Ilumatobacter fluminis,Ilumatobacter fluminis,Ilumatobacter,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinobacteria,,Bacteria,,
denovo1146,419,2,1,415,99.05,"NR_075009.1 Geobacter sulfurreducens PCA 16S ribosomal RNA, complete sequence",NR_075009.1,1556,350,764,26.67,401.8,0,352/418,84,6/418,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1147,419,1,1,419,100,"NR_026312.1 Blautia schinkii strain B 16S ribosomal RNA, partial sequence",NR_026312.1,1482,327,745,28.27,715.8,0,408/419,97,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia schinkii,Blautia schinkii,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1148,419,1,1,419,100,"NR_133845.1 Rhizorhabdus argentea strain SP1 16S ribosomal RNA, partial sequence",NR_133845.1,1453,302,720,28.84,486.8,0,367/419,87,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Rhizorhabdus; Rhizorhabdus argentea,Rhizorhabdus argentea,Rhizorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1149,419,1,1,419,100,"NR_132293.1 Thermomarinilinea lacunifontana strain SW7 16S ribosomal RNA, partial sequence",NR_132293.1,1435,318,736,29.2,353.8,0,343/419,81,0/419,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1150,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,448,0,363/422,86,6/422,1,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1151,419,1,1,419,100,"NR_025327.1 Gimesia maris strain 534-30 16S ribosomal RNA, partial sequence",NR_025327.1,1504,316,734,27.86,376,0,354/426,83,14/426,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1152,419,1,1,408,97.37,"NR_148580.1 Acidicapsa acidisoli strain SK-11 16S ribosomal RNA, partial sequence",NR_148580.1,1465,316,720,27.65,230.1,0,316/410,77,7/410,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1153,419,1,1,412,98.33,"NR_135875.1 Marmoricola solisilvae strain KIS18-7 16S ribosomal RNA, partial sequence",NR_135875.1,1455,313,721,28.11,403.7,0,349/413,84,5/413,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1154,419,2,1,419,100,"NR_074978.1 Opitutus terrae PB90-1 16S ribosomal RNA, partial sequence",NR_074978.1,1551,350,768,27.01,664.1,0,399/419,95,0/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Opitutae; Opitutales; Opitutaceae; Opitutus; Opitutus terrae,Opitutus terrae,Opitutus,Opitutaceae,Opitutales,Opitutae,Verrucomicrobia,,Bacteria,,
denovo1155,419,1,1,390,93.08,"NR_145663.1 Chitinophaga barathri strain YLT18 16S ribosomal RNA, partial sequence",NR_145663.1,1486,333,722,26.24,455.4,0,342/390,87,0/390,0,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Chitinophaga; Chitinophaga barathri,Chitinophaga barathri,Chitinophaga,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1156,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,718,29.65,496,0,369/419,88,1/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1157,419,4,1,419,100,"NR_102513.1 Thermoclostridium stercorarium strain DSM 8532 16S ribosomal RNA, partial sequence",NR_102513.1,1522,349,767,27.53,686.2,0,403/419,96,0/419,0,Plus,Plus,Bacteria; Firmicutes; Clostridia; Clostridiales; Hungateiclostridiaceae; Thermoclostridium; Thermoclostridium stercorarium,Thermoclostridium stercorarium,Thermoclostridium,Hungateiclostridiaceae,Clostridiales,Clostridia,Firmicutes,,Bacteria,,
denovo1158,419,1,1,419,100,"NR_044309.1 Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",NR_044309.1,1407,316,734,29.78,614.2,0,391/420,93,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Nevskiales; Steroidobacteraceae; Steroidobacter; Steroidobacter denitrificans,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1159,419,1,1,419,100,"NR_156939.1 Vitiosangium cumulatum strain MCy10943 16S ribosomal RNA, partial sequence",NR_156939.1,1526,338,760,27.72,645.6,0,399/423,94,4/423,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Archangiaceae; Vitiosangium; Vitiosangium cumulatum,Vitiosangium cumulatum,Vitiosangium,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1160,419,1,1,419,100,"NR_125521.1 Coleofasciculus chthonoplastes strain SAG 2209 16S ribosomal RNA, partial sequence",NR_125521.1,1458,281,695,28.46,261.5,0,332/424,78,14/424,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1161,419,2,1,419,100,"NR_044678.2 Thermomicrobium roseum strain ATCC 27502 16S ribosomal RNA, complete sequence",NR_044678.2,1525,347,765,27.48,398.1,0,352/420,83,2/420,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1162,419,1,1,419,100,"NR_112829.1 Thioprofundum lithotrophicum strain 106 16S ribosomal RNA, partial sequence",NR_112829.1,1487,328,746,28.18,592,0,386/419,92,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Thioprofundaceae; Thioprofundum; Thioprofundum lithotrophicum,Thioprofundum lithotrophicum,Thioprofundum,Thioprofundaceae,Chromatiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1163,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,508.9,0,374/422,88,6/422,1,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1164,419,2,1,419,100,"NR_152009.1 Massilia pinisoli strain T33 16S ribosomal RNA, partial sequence",NR_152009.1,1472,304,722,28.46,730.5,0,412/420,98,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Massilia; Massilia pinisoli,Massilia pinisoli,Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1165,419,2,1,419,100,"NR_109376.1 Kordiimonas aestuarii strain 101-1 16S ribosomal RNA, partial sequence",NR_109376.1,1418,292,710,29.55,713.9,0,408/419,97,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Kordiimonadales; Kordiimonadaceae; Kordiimonas; Kordiimonas aestuarii,Kordiimonas aestuarii,Kordiimonas,Kordiimonadaceae,Kordiimonadales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1166,419,1,1,402,95.94,"NR_036969.1 Desulfovibrio cuneatus strain STL1 16S ribosomal RNA, partial sequence",NR_036969.1,1504,311,713,26.8,433.2,0,352/408,86,11/408,2,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; Desulfovibrio cuneatus,Desulfovibrio cuneatus,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1167,419,2,1,419,100,"NR_156102.1 Racemicystis persica strain MSr11462 16S ribosomal RNA, partial sequence",NR_156102.1,1505,320,742,28.11,468.3,0,369/425,86,8/425,1,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Polyangiaceae; Racemicystis; Racemicystis persica,Racemicystis persica,Racemicystis,Polyangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1168,419,2,1,419,100,"NR_165708.1 Chryseolinea soli strain KIS68-18 16S ribosomal RNA, partial sequence",NR_165708.1,1508,330,748,27.79,647.4,0,396/419,94,0/419,0,Plus,Plus,Bacteria; Bacteroidetes; Cytophagia; Cytophagales; ; Chryseolinea; Chryseolinea soli,Chryseolinea soli,Chryseolinea,,Cytophagales,Cytophagia,Bacteroidetes,,Bacteria,,
denovo1169,419,1,1,419,100,"NR_074240.1 Polymorphum gilvum SL003B-26A1 16S ribosomal RNA, partial sequence",NR_074240.1,1476,302,720,28.39,702.8,0,406/419,96,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; ; ; Polymorphum; Polymorphum gilvum,Polymorphum gilvum,Polymorphum,,,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1170,419,1,1,415,99.05,"NR_116414.1 Frateuria terrea strain VA24 16S ribosomal RNA, partial sequence",NR_116414.1,1531,328,747,27.43,344.6,0,346/423,81,11/423,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1171,419,1,1,419,100,"NR_029155.1 Rickettsia canadensis strain 2678 16S ribosomal RNA, partial sequence",NR_029155.1,1414,280,698,29.63,464.6,0,363/419,86,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Alphaproteobacteria; Rickettsiales; Rickettsiaceae; Rickettsia; Rickettsia canadensis,Rickettsia canadensis,Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Proteobacteria,,Bacteria,,
denovo1172,419,3,1,419,100,"NR_075002.1 Syntrophobacter fumaroxidans MPOB 16S ribosomal RNA, partial sequence",NR_075002.1,1555,349,767,26.95,370.4,0,349/422,82,6/422,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1173,419,1,1,419,100,"NR_026022.1 Prosthecobacter vanneervenii strain FC2 16S ribosomal RNA, partial sequence",NR_026022.1,1469,315,733,28.52,719.5,0,409/419,97,0/419,0,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobiaceae; Prosthecobacter; Prosthecobacter vanneervenii,Prosthecobacter vanneervenii,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1174,419,2,1,224,53.46,"NR_157749.1 Meiothermus luteus strain YIM 72257 16S ribosomal RNA, complete sequence",NR_157749.1,1489,324,541,14.64,226.4,0,191/224,85,6/224,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1175,419,1,1,419,100,"NR_159123.1 Edaphobaculum flavum strain 1-116 16S ribosomal RNA, partial sequence",NR_159123.1,1450,314,732,28.9,448,0,364/423,86,8/423,1,Plus,Plus,Bacteria; Bacteroidetes; Chitinophagia; Chitinophagales; Chitinophagaceae; Edaphobaculum; Edaphobaculum flavum,Edaphobaculum flavum,Edaphobaculum,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidetes,,Bacteria,,
denovo1176,419,1,1,392,93.56,"NR_109582.1 Dokdonella kunshanensis strain DC-3 16S ribosomal RNA, partial sequence",NR_109582.1,1461,308,699,26.83,270.7,0,315/397,79,10/397,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1177,419,1,1,419,100,"NR_125472.1 Algisphaera agarilytica strain 06SJR6-2 16S ribosomal RNA, partial sequence",NR_125472.1,1440,310,728,29.1,398.1,0,356/424,83,10/424,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1178,419,1,1,419,100,"NR_044626.1 Lawsonia intracellularis strain 1482/89 16S ribosomal RNA, complete sequence",NR_044626.1,1552,348,769,27.19,300.3,0,345/432,79,23/432,5,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1179,419,1,1,419,100,"NR_148598.1 Thermostilla marina strain SVX8 16S ribosomal RNA, partial sequence",NR_148598.1,1490,313,728,27.92,444.3,0,361/420,85,5/420,1,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Pirellulales; Thermoguttaceae; Thermostilla; Thermostilla marina,Thermostilla marina,Thermostilla,Thermoguttaceae,Pirellulales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1180,419,1,1,419,100,"NR_158091.1 Geofilum rhodophaeum strain HF401 16S ribosomal RNA, partial sequence",NR_158091.1,1444,311,729,29.02,464.6,0,365/421,86,4/421,0,Plus,Plus,Bacteria; Bacteroidetes; Bacteroidia; Marinilabiliales; Marinilabiliaceae; Geofilum; Geofilum rhodophaeum,Geofilum rhodophaeum,Geofilum,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidetes,,Bacteria,,
denovo1181,419,1,1,419,100,"NR_109598.1 Dissulfuribacter thermophilus strain S69 16S ribosomal RNA, partial sequence",NR_109598.1,1502,334,756,28.16,313.2,0,346/430,80,18/430,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1182,419,1,1,419,100,"NR_134756.1 Limisphaera ngatamarikiensis strain NGM72.4 16S ribosomal RNA, partial sequence",NR_134756.1,1410,301,719,29.72,525.6,0,377/422,89,6/422,1,Plus,Plus,Bacteria; Verrucomicrobia; Verrucomicrobiae; Verrucomicrobiales; Verrucomicrobia subdivision 3; Limisphaera; Limisphaera ngatamarikiensis,Limisphaera ngatamarikiensis,Limisphaera,Verrucomicrobia subdivision 3,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,,Bacteria,,
denovo1183,419,1,1,418,99.76,"NR_148582.1 Tepidisphaera mucosa strain 2842 16S ribosomal RNA, partial sequence",NR_148582.1,1491,321,738,28.03,285.5,0,333/421,79,6/421,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1184,419,1,1,419,100,"NR_027553.1 Bdellovibrio bacteriovorus strain HD100 16S ribosomal RNA, partial sequence",NR_027553.1,1294,271,689,32.38,675.1,0,401/419,95,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bdellovibrionales; Bdellovibrionaceae; Bdellovibrio; Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,Bdellovibrio,Bdellovibrionaceae,Bdellovibrionales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1185,419,1,1,419,100,"NR_044568.1 Solitalea koreensis strain R2A36-4 16S ribosomal RNA, partial sequence",NR_044568.1,1432,288,707,29.33,466.5,0,364/420,86,1/420,0,Plus,Plus,Bacteria; Bacteroidetes; Sphingobacteriia; Sphingobacteriales; Sphingobacteriaceae; Solitalea; Solitalea koreensis,Solitalea koreensis,Solitalea,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidetes,,Bacteria,,
denovo1186,419,1,1,419,100,"NR_024943.1 Peredibacter starrii strain A3.12 16S ribosomal RNA, partial sequence",NR_024943.1,1457,305,722,28.69,640.1,0,396/420,94,3/420,0,Plus,Plus,Bacteria; Proteobacteria; Oligoflexia; Bacteriovoracales; Bacteriovoracaceae; Peredibacter; Peredibacter starrii,Peredibacter starrii,Peredibacter,Bacteriovoracaceae,Bacteriovoracales,Oligoflexia,Proteobacteria,,Bacteria,,
denovo1187,419,3,1,417,99.52,"NR_153670.1 Patulibacter brassicae strain SD 16S ribosomal RNA, partial sequence",NR_153670.1,1494,323,739,27.91,566.2,0,382/419,91,4/419,0,Plus,Plus,Bacteria; Actinobacteria; Thermoleophilia; Solirubrobacterales; Patulibacteraceae; Patulibacter; Patulibacter brassicae,Patulibacter brassicae,Patulibacter,Patulibacteraceae,Solirubrobacterales,Thermoleophilia,Actinobacteria,,Bacteria,,
denovo1188,419,2,1,419,100,"NR_074736.1 Nitrosospira multiformis strain ATCC 25196 16S ribosomal RNA, partial sequence",NR_074736.1,1529,328,745,27.34,551.4,0,382/422,90,7/422,1,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Nitrosomonadales; Nitrosomonadaceae; Nitrosospira; Nitrosospira multiformis,Nitrosospira multiformis,Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1189,419,1,1,419,100,"NR_148575.1 Fimbriiglobus ruber strain SP5 16S ribosomal RNA, partial sequence",NR_148575.1,1390,297,714,30.07,560.7,0,381/420,90,3/420,0,Plus,Plus,Bacteria; Planctomycetes; Planctomycetia; Gemmatales; Gemmataceae; Fimbriiglobus; Fimbriiglobus ruber,Fimbriiglobus ruber,Fimbriiglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetes,,Bacteria,,
denovo1190,419,1,1,419,100,"NR_115225.1 Chthoniobacter flavus Ellin428 16S ribosomal RNA, partial sequence",NR_115225.1,1360,324,743,30.88,581,0,386/421,91,3/421,0,Plus,Plus,Bacteria; Verrucomicrobia; Spartobacteria; Chthoniobacterales; Chthoniobacteraceae; Chthoniobacter; Chthoniobacter flavus,Chthoniobacter flavus,Chthoniobacter,Chthoniobacteraceae,Chthoniobacterales,Spartobacteria,Verrucomicrobia,,Bacteria,,
denovo1191,419,1,1,419,100,"NR_165788.1 Lacisediminimonas profundi strain CHu64-6-4 16S ribosomal RNA, partial sequence",NR_165788.1,1473,312,730,28.45,730.5,0,412/420,98,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; Oxalobacteraceae; Lacisediminimonas; Lacisediminimonas profundi,Lacisediminimonas profundi,Lacisediminimonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1192,419,1,1,419,100,"NR_041997.1 Laceyella sacchari strain DSM 43356 16S ribosomal RNA, partial sequence",NR_041997.1,1377,310,728,30.43,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Thermoactinomycetaceae; Laceyella; Laceyella sacchari,Laceyella sacchari,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1193,419,2,1,418,99.76,"NR_145936.1 Desulfonatronobacter acetoxydans strain APT3 16S ribosomal RNA, partial sequence",NR_145936.1,1508,337,757,27.92,348.3,0,352/429,82,19/429,4,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1194,419,2,1,415,99.05,"NR_102915.1 Methanothermococcus okinawensis strain IH1 16S ribosomal RNA, complete sequence",NR_102915.1,1469,318,731,28.18,278.1,0,330/418,78,7/418,1,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1195,419,1,1,419,100,"NR_026510.1 Halospirulina tapeticola strain CCC Baja-95 Cl.2 16S ribosomal RNA, partial sequence",NR_026510.1,1388,282,700,30.19,553.3,0,381/421,90,4/421,0,Plus,Plus,Bacteria; Cyanobacteria; ; Spirulinales; Spirulinaceae; Halospirulina; Halospirulina tapeticola,Halospirulina tapeticola,Halospirulina,Spirulinaceae,Spirulinales,,Cyanobacteria,,Bacteria,,
denovo1196,419,1,1,419,100,"NR_134120.1 Paludibaculum fermentans strain P105 16S ribosomal RNA, partial sequence",NR_134120.1,1413,313,731,29.65,586.5,0,387/421,91,4/421,0,Plus,Plus,Bacteria; Acidobacteria; Acidobacteriia; Bryobacterales; Bryobacteraceae; Paludibaculum; Paludibaculum fermentans,Paludibaculum fermentans,Paludibaculum,Bryobacteraceae,Bryobacterales,Acidobacteriia,Acidobacteria,,Bacteria,,
denovo1197,419,1,1,419,100,"NR_135886.1 Desulfoplanes formicivorans strain Pf12B 16S ribosomal RNA, partial sequence",NR_135886.1,1437,325,745,29.3,305.8,0,341/426,80,12/426,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1198,419,1,1,419,100,"NR_026510.1 Halospirulina tapeticola strain CCC Baja-95 Cl.2 16S ribosomal RNA, partial sequence",NR_026510.1,1388,282,699,30.12,219,0,325/425,76,13/425,3,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1199,419,2,1,419,100,"NR_116851.1 Bacillus koreensis strain BR030 16S ribosomal RNA, partial sequence",NR_116851.1,1517,340,758,27.62,758.2,0,416/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus koreensis,Bacillus koreensis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1200,419,3,1,419,100,"NR_132673.1 Geobacter sulfurreducens subsp. ethanolicus strain OSK2A 16S ribosomal RNA, partial sequence",NR_132673.1,1478,323,741,28.35,525.6,0,375/420,89,2/420,0,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Desulfuromonadales; Geobacteraceae; Geobacter; Geobacter sulfurreducens,Geobacter sulfurreducens,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1201,419,5,1,419,100,"NR_112116.2 Bacillus subtilis strain IAM 12118 16S ribosomal RNA, complete sequence",NR_112116.2,1550,347,765,27.03,769.3,0,418/419,99,0/419,0,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus; Bacillus subtilis,Bacillus subtilis,Bacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1202,419,2,1,419,100,"NR_121726.1 Fimbriimonas ginsengisoli strain GSoil 348 16S ribosomal RNA, partial sequence",NR_121726.1,1500,322,739,27.87,584.7,0,386/420,91,3/420,0,Plus,Plus,Bacteria; Armatimonadetes; Fimbriimonadia; Fimbriimonadales; Fimbriimonadaceae; Fimbriimonas; Fimbriimonas ginsengisoli,Fimbriimonas ginsengisoli,Fimbriimonas,Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadetes,,Bacteria,,
denovo1203,419,1,1,414,98.81,"NR_044309.1 Steroidobacter denitrificans strain FS 16S ribosomal RNA, partial sequence",NR_044309.1,1407,316,729,29.42,588.4,0,382/414,92,0/414,0,Plus,Plus,Bacteria; Proteobacteria; Gammaproteobacteria; Nevskiales; Steroidobacteraceae; Steroidobacter; Steroidobacter denitrificans,Steroidobacter denitrificans,Steroidobacter,Steroidobacteraceae,Nevskiales,Gammaproteobacteria,Proteobacteria,,Bacteria,,
denovo1204,419,2,1,419,100,"NR_074491.2 Phycisphaera mikurensis NBRC 102666 16S ribosomal RNA, complete sequence",NR_074491.2,1506,332,749,27.76,268.9,0,329/420,78,3/420,0,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
denovo1205,419,1,1,419,100,"NR_117438.1 Paenibacillus sacheonensis strain SY01 16S ribosomal RNA, partial sequence",NR_117438.1,1405,281,705,30.25,503.4,0,380/430,88,16/430,3,Plus,Plus,Bacteria; Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; Paenibacillus sacheonensis,Paenibacillus sacheonensis,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Firmicutes,,Bacteria,,
denovo1206,419,1,,,,No hit,,,,,,,,,,,,,,Unassignment,,,,,,,,,No Hit,
denovo1207,419,1,1,419,100,"NR_137381.1 Aquabacterium olei strain NHI-1 16S ribosomal RNA, partial sequence",NR_137381.1,1463,313,731,28.64,736.1,0,412/419,98,0/419,0,Plus,Plus,Bacteria; Proteobacteria; Betaproteobacteria; Burkholderiales; ; Aquabacterium; Aquabacterium olei,Aquabacterium olei,Aquabacterium,,Burkholderiales,Betaproteobacteria,Proteobacteria,,Bacteria,,
denovo1208,419,3,1,419,100,"NR_156939.1 Vitiosangium cumulatum strain MCy10943 16S ribosomal RNA, partial sequence",NR_156939.1,1526,338,760,27.72,479.4,0,370/424,87,6/424,1,Plus,Plus,Bacteria; Proteobacteria; Deltaproteobacteria; Myxococcales; Archangiaceae; Vitiosangium; Vitiosangium cumulatum,Vitiosangium cumulatum,Vitiosangium,Archangiaceae,Myxococcales,Deltaproteobacteria,Proteobacteria,,Bacteria,,
denovo1209,419,2,1,413,98.57,"NR_074698.1 Ignavibacterium album JCM 16511 16S ribosomal RNA, partial sequence",NR_074698.1,1527,334,747,27.11,337.2,0,342/419,81,11/419,2,Plus,Plus,,,,,,,,,,"Filter: Query Coverage >= 85, Identity Percentage >= 85",
